Author,Sentence,Length,Clean_Sentence,Author_encoded,negated_cue,amb_count,delay_withheld_info_count,delay_foreshadowing_count,delay_cliffhanger_count,delay_pacing_count,atmosphere_count,amb_adjusted,delay_withheld_info_adjusted,delay_foreshadowing_adjusted,delay_cliffhanger_adjusted,delay_pacing_adjusted,atmosphere_adjusted,length,punctuation_density,avg_word_length,ends_ellipsis,ends_dash,has_semicolon,adj_density,adv_density,modal_density,verb_density,Tag_amb,Tag_atmosphere,Tag_delay:cliffhanger,Tag_delay:foreshadowing,Tag_delay:withheld-info
Stoker,"""I'll tell you what it is, sir,"" she said,

<amb>""bogies is all kinds and sorts of things--except bogies!",21,"""I'll tell you what it is, sir,"" she said,

""bogies is all kinds and sorts of things--except bogies!",3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.039603960396039604,4.555555555555555,0,0,0,0.0,0.0,0.03571428571428571,0.14285714285714285,True,False,False,False,False
Stoker,"<amb>""Ah, you young gentlemen,"" she said, ""you
don't fear for nought, and belike you'll get all the solitude you want
here.""</amb>

She set to work with her cleaning, and by nightfall, when
Malcolmson returned from his walk--he always had one of his books to
study as he walked--he found the room swept and tidied, a fire burning
on the old hearth, the lamp lit, and the table spread for supper with
Mrs.",78,"""Ah, you young gentlemen,"" she said, ""you
don't fear for nought, and belike you'll get all the solitude you want
here.""

She set to work with her cleaning, and by nightfall, when
Malcolmson returned from his walk--he always had one of his books to
study as he walked--he found the room swept and tidied, a fire burning
on the old hearth, the lamp lit, and the table spread for supper with
Mrs.",3,0,0,0,0,0,0,2,0,0,0,0,0,2,72,0.027918781725888325,4.458333333333333,0,0,0,0.021505376344086023,0.03225806451612903,0.010752688172043012,0.13978494623655913,True,False,False,False,False
Stoker,"<amb>He suddenly looked up, his problem was still unsolved, and there was in
the air that sense of the hour before the dawn, which is so dread to
doubtful life.</amb>

The noise of the rats had ceased.",39,"He suddenly looked up, his problem was still unsolved, and there was in
the air that sense of the hour before the dawn, which is so dread to
doubtful life.

The noise of the rats had ceased.",3,0,2,0,2,2,0,0,2,0,2,2,0,0,37,0.02617801047120419,4.135135135135135,0,0,0,0.047619047619047616,0.09523809523809523,0.0,0.16666666666666666,True,False,False,False,False
Stoker,"<amb>There, on the great high-backed carved oak chair by the right side of
the fire-place sat an enormous rat, steadily glaring at him with baleful
eyes.</amb>

He made a motion to it as though to hunt it away, but it did not
stir.",47,"There, on the great high-backed carved oak chair by the right side of
the fire-place sat an enormous rat, steadily glaring at him with baleful
eyes.

He made a motion to it as though to hunt it away, but it did not
stir.",3,0,1,0,0,0,0,0,1,0,0,0,0,0,43,0.02262443438914027,4.116279069767442,0,0,0,0.125,0.0625,0.0,0.14583333333333334,True,False,False,False,False
Stoker,"<amb>Before, however, he could strike it the rat, with a squeak
that sounded like the concentration of hate, jumped upon the floor, and,
running up the rope of the alarm bell, disappeared in the darkness
beyond the range of the green-shaded lamp.</amb>

Instantly, strange to say,
the noisy scampering of the rats in the wainscot began again.",60,"Before, however, he could strike it the rat, with a squeak
that sounded like the concentration of hate, jumped upon the floor, and,
running up the rope of the alarm bell, disappeared in the darkness
beyond the range of the green-shaded lamp.

Instantly, strange to say,
the noisy scampering of the rats in the wainscot began again.",3,0,2,0,0,0,1,1,2,0,0,0,1,1,57,0.03313253012048193,4.807017543859649,0,0,0,0.04411764705882353,0.04411764705882353,0.014705882352941176,0.10294117647058823,True,False,False,False,False
Stoker,"<delay type=""withheld-info"">All at once he stopped, as on the previous night, being overcome by a
sudden silence.",20,"All at once he stopped, as on the previous night, being overcome by a
sudden silence.",3,0,0,0,0,3,0,2,0,0,0,3,0,2,16,0.03488372093023256,4.375,0,0,0,0.10526315789473684,0.05263157894736842,0.0,0.15789473684210525,False,False,False,False,True
Stoker,"<delay type=""withheld-info"">Strangely, too, the departure of this rat was instantly
followed by the renewal of the noise made by the general rat community.</delay>

On this occasion, as on the previous one, Malcolmson could not see at
what part of the room the rat disappeared,

<atmosphere>for the green shade of his
lamp left the upper part of the room in darkness and the fire had burned
low.</atmosphere>

On looking at his watch he found it was close on midnight, and, not
sorry for the divertissement, he made up his fire and made himself his
nightly pot of tea.",103,"Strangely, too, the departure of this rat was instantly
followed by the renewal of the noise made by the general rat community.

On this occasion, as on the previous one, Malcolmson could not see at
what part of the room the rat disappeared,

for the green shade of his
lamp left the upper part of the room in darkness and the fire had burned
low.

On looking at his watch he found it was close on midnight, and, not
sorry for the divertissement, he made up his fire and made himself his
nightly pot of tea.",3,0,2,1,0,0,0,3,2,1,0,0,0,3,96,0.021653543307086614,4.260416666666667,0,0,0,0.04672897196261682,0.06542056074766354,0.009345794392523364,0.1308411214953271,False,True,False,False,False
Stoker,"<delay type=""withheld-info"">Strangely, too, the departure of this rat was instantly
followed by the renewal of the noise made by the general rat community.</delay>

On this occasion, as on the previous one, Malcolmson could not see at
what part of the room the rat disappeared,

<atmosphere>for the green shade of his
lamp left the upper part of the room in darkness and the fire had burned
low.</atmosphere>

On looking at his watch he found it was close on midnight, and, not
sorry for the divertissement, he made up his fire and made himself his
nightly pot of tea.",103,"Strangely, too, the departure of this rat was instantly
followed by the renewal of the noise made by the general rat community.

On this occasion, as on the previous one, Malcolmson could not see at
what part of the room the rat disappeared,

for the green shade of his
lamp left the upper part of the room in darkness and the fire had burned
low.

On looking at his watch he found it was close on midnight, and, not
sorry for the divertissement, he made up his fire and made himself his
nightly pot of tea.",3,0,2,1,0,0,0,3,2,1,0,0,0,3,96,0.021653543307086614,4.260416666666667,0,0,0,0.04672897196261682,0.06542056074766354,0.009345794392523364,0.1308411214953271,False,False,False,False,True
Stoker,"<delay type=""foreshadowing"">As he handled it he could not help noticing how pliable it was, especially for so
strong a rope and one not in use.",27,"As he handled it he could not help noticing how pliable it was, especially for so
strong a rope and one not in use.",3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.017241379310344827,3.8333333333333335,0,0,0,0.07692307692307693,0.15384615384615385,0.038461538461538464,0.15384615384615385,False,False,False,True,False
Stoker,"""You could hang a man with it,"" he
thought to himself.</delay>

When his preparations were made he looked around,
and said complacently:

<delay type=""foreshadowing"">""There now, my friend, I think we shall learn something of you this
time!""</delay>

He began his work again, and though, as before, somewhat
disturbed at first by the noise of the rats, soon lost himself in his
proposition and problems.",68,"""You could hang a man with it,"" he
thought to himself.

When his preparations were made he looked around,
and said complacently:

""There now, my friend, I think we shall learn something of you this
time!""

He began his work again, and though, as before, somewhat
disturbed at first by the noise of the rats, soon lost himself in his
proposition and problems.",3,0,1,0,0,0,1,0,1,0,0,0,1,0,63,0.03064066852367688,4.650793650793651,0,0,0,0.012658227848101266,0.10126582278481013,0.02531645569620253,0.13924050632911392,False,False,False,True,False
Stoker,"<delay type=""withheld-info"">This time it might not have been the sudden silence only which took his attention;
there was a slight movement of the rope, and the lamp moved.</delay>

Without stirring, he looked to see if his pile of books was within range, and
then cast his eye along the rope.",54,"This time it might not have been the sudden silence only which took his attention;
there was a slight movement of the rope, and the lamp moved.

Without stirring, he looked to see if his pile of books was within range, and
then cast his eye along the rope.",3,0,1,0,0,1,0,1,1,0,0,1,0,1,49,0.023346303501945526,4.224489795918367,0,0,1,0.03636363636363636,0.05454545454545454,0.01818181818181818,0.18181818181818182,False,False,False,False,True
Stoker,"<amb>As he looked he saw the great rat drop from the rope on the oak arm-chair and sit there glaring at him.</amb>

He raised a book in his right hand, and taking careful aim, flung it at the
rat.",42,"As he looked he saw the great rat drop from the rope on the oak arm-chair and sit there glaring at him.

He raised a book in his right hand, and taking careful aim, flung it at the
rat.",3,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.021505376344086023,3.7435897435897436,0,0,0,0.09302325581395349,0.023255813953488372,0.0,0.13953488372093023,True,False,False,False,False
Stoker,"<delay type=""withheld-info"">Malcolmson kept his eyes on the rat, and saw it by the light of the second lamp leap to a
moulding of the wainscot and disappear through a hole in one of the
great pictures which hung on the wall, obscured and invisible through
its coating of dirt and dust.</delay>

""I shall look up my friend's habitation in the morning,"" said the
student, as he went over to collect his books.",77,"Malcolmson kept his eyes on the rat, and saw it by the light of the second lamp leap to a
moulding of the wainscot and disappear through a hole in one of the
great pictures which hung on the wall, obscured and invisible through
its coating of dirt and dust.

""I shall look up my friend's habitation in the morning,"" said the
student, as he went over to collect his books.",3,0,0,1,0,0,0,0,0,1,0,0,0,0,71,0.016129032258064516,4.225352112676056,0,0,0,0.0375,0.0,0.0125,0.1125,False,False,False,False,True
Stoker,"<amb>He looked round uneasily and shivered slightly, as he murmured to himself:

""The Bible my mother gave me!",19,"He looked round uneasily and shivered slightly, as he murmured to himself:

""The Bible my mother gave me!",3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.018867924528301886,4.833333333333333,0,0,0,0.045454545454545456,0.09090909090909091,0.0,0.18181818181818182,True,False,False,False,False
Stoker,"Witham got fiery
red and turned away, but the doctor was a frank and ready man, and he
answered at once and openly:

<delay type=""withheld-info"">""She did, but she didn't intend you to know it.",38,"Witham got fiery
red and turned away, but the doctor was a frank and ready man, and he
answered at once and openly:

""She did, but she didn't intend you to know it.",3,0,0,0,0,1,0,0,0,0,0,1,0,0,33,0.024242424242424242,3.9696969696969697,0,0,0,0.05,0.125,0.0,0.2,False,False,False,False,True
Stoker,<amb>Dr.,2,Dr.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,3.0,0,0,0,0.0,0.0,0.0,0.0,True,False,False,False,False
Stoker,"Witham had been restored he asked:

""The rat always went up the rope of the alarm bell?""</amb>

""Always.""

""I suppose you know,"" said the Doctor after a pause, ""what that rope is?""

""No?""

<delay type=""withheld-info"">""It is,"" said the Doctor slowly, ""the very rope which the hangman used
for all the victims of the Judge's judicial rancour!""</delay>

Here he was interrupted by another scream from Mrs.",71,"Witham had been restored he asked:

""The rat always went up the rope of the alarm bell?""

""Always.""

""I suppose you know,"" said the Doctor after a pause, ""what that rope is?""

""No?""

""It is,"" said the Doctor slowly, ""the very rope which the hangman used
for all the victims of the Judge's judicial rancour!""

Here he was interrupted by another scream from Mrs.",3,0,0,0,0,1,1,0,0,0,0,1,1,0,64,0.027700831024930747,4.546875,0,0,0,0.011111111111111112,0.044444444444444446,0.0,0.15555555555555556,False,False,False,False,True
Stoker,"<amb>It may be that he is in
a highly over-wrought state, and has been studying too much, although I
am bound to say that he seems as sound and healthy a young man, mentally
and bodily, as ever I saw--but then the rats--and that suggestion of
the devil.""</amb>

The doctor shook his head and went on.",61,"It may be that he is in
a highly over-wrought state, and has been studying too much, although I
am bound to say that he seems as sound and healthy a young man, mentally
and bodily, as ever I saw--but then the rats--and that suggestion of
the devil.""

The doctor shook his head and went on.",3,0,1,0,0,0,1,0,1,0,0,0,1,0,56,0.020689655172413793,4.160714285714286,0,0,0,0.05970149253731343,0.1044776119402985,0.014925373134328358,0.16417910447761194,True,False,False,False,False
Stoker,"<delay type=""foreshadowing"">He may get in the night some strange
fright or hallucination, and if he does I want him to pull that rope.</delay>


All alone as he is it will give us warning, and we may reach him in time
to be of service.",47,"He may get in the night some strange
fright or hallucination, and if he does I want him to pull that rope.


All alone as he is it will give us warning, and we may reach him in time
to be of service.",3,0,4,0,1,0,0,1,4,0,1,0,0,1,43,0.02,3.604651162790698,0,0,0,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.19148936170212766,False,False,False,True,False
Stoker,"<delay type=""foreshadowing"">Do not be alarmed if Benchurch gets a surprise before
morning.""</delay>

""Oh, Doctor, what do you mean?",21,"Do not be alarmed if Benchurch gets a surprise before
morning.""

""Oh, Doctor, what do you mean?",3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.041666666666666664,4.588235294117647,0,0,0,0.0,0.043478260869565216,0.0,0.2608695652173913,False,False,False,True,False
Stoker,"<atmosphere>The evening was colder than might have been expected in April, and a heavy
wind was blowing with such rapidly-increasing strength that there was
every promise of a storm during the night.</atmosphere>

For a few minutes after his
entrance the noise of the rats ceased, but so soon as they became
accustomed to his presence they began again.",61,"The evening was colder than might have been expected in April, and a heavy
wind was blowing with such rapidly-increasing strength that there was
every promise of a storm during the night.

For a few minutes after his
entrance the noise of the rats ceased, but so soon as they became
accustomed to his presence they began again.",3,0,1,1,1,0,3,5,1,1,1,0,3,5,58,0.012195121951219513,4.637931034482759,0,0,0,0.08064516129032258,0.04838709677419355,0.016129032258064516,0.1774193548387097,False,True,False,False,False
Stoker,"<amb>He was glad to hear them, for he felt once more the feeling of companionship in their noise,</amb>

<amb>and his mind ran back to the strange fact that they only ceased to manifest
themselves when the other--the great rat with the baleful eyes--came
upon the scene.</amb>

The reading-lamp only was lit and its green shade kept
the ceiling and the upper part of the room in darkness so that the
cheerful light from the hearth spreading over the floor and shining on
the white cloth laid over the end of the table was warm and cheery.",103,"He was glad to hear them, for he felt once more the feeling of companionship in their noise,

and his mind ran back to the strange fact that they only ceased to manifest
themselves when the other--the great rat with the baleful eyes--came
upon the scene.

The reading-lamp only was lit and its green shade kept
the ceiling and the upper part of the room in darkness so that the
cheerful light from the hearth spreading over the floor and shining on
the white cloth laid over the end of the table was warm and cheery.",3,0,1,0,0,0,0,1,1,0,0,0,0,1,96,0.007736943907156673,4.364583333333333,0,0,0,0.11538461538461539,0.038461538461538464,0.0,0.125,True,False,False,False,False
Stoker,"<amb>He was glad to hear them, for he felt once more the feeling of companionship in their noise,</amb>

<amb>and his mind ran back to the strange fact that they only ceased to manifest
themselves when the other--the great rat with the baleful eyes--came
upon the scene.</amb>

The reading-lamp only was lit and its green shade kept
the ceiling and the upper part of the room in darkness so that the
cheerful light from the hearth spreading over the floor and shining on
the white cloth laid over the end of the table was warm and cheery.",103,"He was glad to hear them, for he felt once more the feeling of companionship in their noise,

and his mind ran back to the strange fact that they only ceased to manifest
themselves when the other--the great rat with the baleful eyes--came
upon the scene.

The reading-lamp only was lit and its green shade kept
the ceiling and the upper part of the room in darkness so that the
cheerful light from the hearth spreading over the floor and shining on
the white cloth laid over the end of the table was warm and cheery.",3,0,1,0,0,0,0,1,1,0,0,0,0,1,96,0.007736943907156673,4.364583333333333,0,0,0,0.11538461538461539,0.038461538461538464,0.0,0.125,True,False,False,False,False
Stoker,"<atmosphere>The actual circumstances around him, and the
calls on his physical attention, and his nervous susceptibility were not
to be denied.",22,"The actual circumstances around him, and the
calls on his physical attention, and his nervous susceptibility were not
to be denied.",3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.022727272727272728,5.285714285714286,0,0,0,0.125,0.041666666666666664,0.0,0.125,False,True,False,False,False
Stoker,"The old house, solid though it was, seemed to shake to its
foundation, and the storm roared and raged through its many chimneys and
its queer old gables, producing strange, unearthly sounds in the empty
rooms and corridors.</atmosphere>

<amb>Even the great alarm-bell on the roof must have
felt the force of the wind, for the rope rose and fell slightly, as
though the bell were moved a little from time to time, and the limber
rope fell on the oak floor with a hard and hollow sound.</amb>

As Malcolmson listened to it he bethought himself of the doctor's words,
""It is the rope which the hangman used for the victims of the Judge's
judicial rancour,"" and he went over to the corner of the fireplace and
took it in his hand to look at it.",141,"The old house, solid though it was, seemed to shake to its
foundation, and the storm roared and raged through its many chimneys and
its queer old gables, producing strange, unearthly sounds in the empty
rooms and corridors.

Even the great alarm-bell on the roof must have
felt the force of the wind, for the rope rose and fell slightly, as
though the bell were moved a little from time to time, and the limber
rope fell on the oak floor with a hard and hollow sound.

As Malcolmson listened to it he bethought himself of the doctor's words,
""It is the rope which the hangman used for the victims of the Judge's
judicial rancour,"" and he went over to the corner of the fireplace and
took it in his hand to look at it.",3,0,3,0,1,0,2,5,3,0,1,0,2,5,135,0.018105849582172703,4.303703703703704,0,0,0,0.07894736842105263,0.013157894736842105,0.006578947368421052,0.13157894736842105,True,False,False,False,False
Stoker,"As he stood there the
swaying of the bell on the roof still lifted the rope now and again,</delay>

<amb>but presently there came a new sensation--a sort of tremor in the rope, as
though something was moving along it.</amb>

<amb>Looking up instinctively Malcolmson saw the great rat coming slowly down
towards him, glaring at him steadily.</amb>

He dropped the rope and started
back with a muttered curse, and the rat turning ran up the slope again
and disappeared, and at the same instant Malcolmson became conscious
that the noise of the other rats, which had ceased for a while, began
again.",107,"As he stood there the
swaying of the bell on the roof still lifted the rope now and again,

but presently there came a new sensation--a sort of tremor in the rope, as
though something was moving along it.

Looking up instinctively Malcolmson saw the great rat coming slowly down
towards him, glaring at him steadily.

He dropped the rope and started
back with a muttered curse, and the rat turning ran up the slope again
and disappeared, and at the same instant Malcolmson became conscious
that the noise of the other rats, which had ceased for a while, began
again.",3,0,2,0,0,0,1,0,2,0,0,0,1,0,101,0.01763668430335097,4.584158415841584,0,0,0,0.061946902654867256,0.09734513274336283,0.0,0.1592920353982301,True,False,False,False,False
Stoker,"As he stood there the
swaying of the bell on the roof still lifted the rope now and again,</delay>

<amb>but presently there came a new sensation--a sort of tremor in the rope, as
though something was moving along it.</amb>

<amb>Looking up instinctively Malcolmson saw the great rat coming slowly down
towards him, glaring at him steadily.</amb>

He dropped the rope and started
back with a muttered curse, and the rat turning ran up the slope again
and disappeared, and at the same instant Malcolmson became conscious
that the noise of the other rats, which had ceased for a while, began
again.",107,"As he stood there the
swaying of the bell on the roof still lifted the rope now and again,

but presently there came a new sensation--a sort of tremor in the rope, as
though something was moving along it.

Looking up instinctively Malcolmson saw the great rat coming slowly down
towards him, glaring at him steadily.

He dropped the rope and started
back with a muttered curse, and the rat turning ran up the slope again
and disappeared, and at the same instant Malcolmson became conscious
that the noise of the other rats, which had ceased for a while, began
again.",3,0,2,0,0,0,1,0,2,0,0,0,1,0,101,0.01763668430335097,4.584158415841584,0,0,0,0.061946902654867256,0.09734513274336283,0.0,0.1592920353982301,True,False,False,False,False
Stoker,"<delay type=""withheld-info"">At the first glance he started back so suddenly that he almost dropped
the lamp, and a deadly pallor overspread his face.</delay>

<delay type=""pacing"">His knees shook, and heavy drops of sweat came on his forehead, and he
trembled like an aspen.",48,"At the first glance he started back so suddenly that he almost dropped
the lamp, and a deadly pallor overspread his face.

His knees shook, and heavy drops of sweat came on his forehead, and he
trembled like an aspen.",3,0,0,0,0,2,0,1,0,0,0,2,0,1,40,0.022935779816513763,4.425,0,0,0,0.06666666666666667,0.08888888888888889,0.0,0.1111111111111111,False,False,False,False,True
Stoker,"<amb>As he looked at them, Malcolmson grew cold, for he saw there the very
counterpart of the eyes of the great rat.</amb>

<delay type=""pacing"">The lamp almost fell from his
hand, he saw the rat with its baleful eyes peering out through the hole
in the corner of the picture, and noted the sudden cessation of the
noise of the other rats.</delay>

However, he pulled himself together, and went on with his examination of the picture.",80,"As he looked at them, Malcolmson grew cold, for he saw there the very
counterpart of the eyes of the great rat.

The lamp almost fell from his
hand, he saw the rat with its baleful eyes peering out through the hole
in the corner of the picture, and noted the sudden cessation of the
noise of the other rats.

However, he pulled himself together, and went on with his examination of the picture.",3,0,0,0,0,1,0,2,0,0,0,1,0,2,74,0.02278481012658228,4.3108108108108105,0,0,0,0.060240963855421686,0.04819277108433735,0.0,0.10843373493975904,True,False,False,False,False
